Dataset_Task_ID,Name,Ref,N,d,C,perc_cat,Subset,Metric,Setting,Model,Score,BestScore,improvability
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned + Ens.,KNN,0.736,0.756,2.0000000000000018
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Default,KNN,0.866,0.928,6.2000000000000055
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned,KNN,0.892,0.932,4.0000000000000036
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,KNN,0.899,0.931,3.200000000000003
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Default,KNN,0.657,0.761,10.399999999999999
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned,KNN,0.718,0.773,5.500000000000005
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned + Ens.,KNN,0.732,0.773,4.100000000000003
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Default,KNN,8.972,4.214,53.031654034774846
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned,KNN,6.762,4.171,38.3170659568175
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned + Ens.,KNN,6.548,4.118,37.11056811240073
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Default,KNN,0.756,0.793,3.7000000000000033
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned,KNN,0.778,0.795,1.7000000000000015
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned + Ens.,KNN,0.784,0.796,1.200000000000001
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Default,KNN,0.736,0.788,5.200000000000005
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned,KNN,0.758,0.788,3.0000000000000027
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned + Ens.,KNN,0.769,0.788,1.9000000000000017
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Default,KNN,0.985,0.995,1.0000000000000009
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned,KNN,0.985,0.995,1.0000000000000009
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned + Ens.,KNN,0.988,0.996,0.8000000000000007
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Default,KNN,0.811,0.844,3.299999999999992
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned,KNN,0.823,0.842,1.9000000000000017
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned + Ens.,KNN,0.823,0.84,1.7000000000000015
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Default,KNN,957.3,520.7,45.60743758487412
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned,KNN,706.9,520.7,26.340359315320406
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned + Ens.,KNN,668.3,510.3,23.642076911566654
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Default,KNN,0.914,0.992,7.799999999999995
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned,KNN,0.934,0.989,5.499999999999994
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned + Ens.,KNN,0.943,0.989,4.600000000000004
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Default,KNN,5797.5,4508.4,22.23544631306598
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned,KNN,5058.7,4499.7,11.05026983217032
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned + Ens.,KNN,5024.4,4490.4,10.628134702651064
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Default,KNN,0.743,0.801,5.800000000000005
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned,KNN,0.788,0.801,1.3000000000000012
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned + Ens.,KNN,0.788,0.801,1.3000000000000012
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Default,KNN,0.468,0.174,62.82051282051283
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned,KNN,0.176,0.174,1.1363636363636374
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned + Ens.,KNN,0.176,0.174,1.1363636363636374
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Default,KNN,0.29,0.204,29.655172413793103
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned,KNN,0.282,0.203,28.01418439716311
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned + Ens.,KNN,0.273,0.199,27.10622710622711
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Default,KNN,0.728,0.848,12.0
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned,KNN,0.778,0.851,7.299999999999995
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned + Ens.,KNN,0.807,0.852,4.499999999999993
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Default,KNN,0.74,0.776,3.600000000000003
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned,KNN,0.75,0.761,1.100000000000001
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned + Ens.,KNN,0.761,0.773,1.200000000000001
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Default,KNN,0.605,0.846,24.099999999999998
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned,KNN,0.76,0.845,8.499999999999996
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned + Ens.,KNN,0.776,0.846,6.999999999999995
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Default,KNN,0.938,0.405,56.8230277185501
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Tuned,KNN,0.81,0.439,45.80246913580247
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Tuned + Ens.,KNN,0.464,0.428,7.75862068965518
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Default,KNN,11957.0,7985.0,33.21903487496864
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Tuned,KNN,10441.0,7829.0,25.016760846662194
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Tuned + Ens.,KNN,10134.0,7711.0,23.90961120978883
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Default,KNN,0.795,0.937,14.200000000000001
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Tuned,KNN,0.897,0.937,4.0000000000000036
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Tuned + Ens.,KNN,0.922,0.937,1.5000000000000013
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Default,KNN,3.909,2.912,25.505244308007164
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Tuned,KNN,3.688,3.056,17.13665943600868
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Tuned + Ens.,KNN,3.586,2.985,16.75962074735081
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Default,KNN,0.775,0.974,19.899999999999995
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Tuned,KNN,0.84,0.979,13.900000000000002
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Tuned + Ens.,KNN,0.852,0.981,12.9
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Default,KNN,0.907,0.938,3.0999999999999917
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Tuned,KNN,0.914,0.934,2.0000000000000018
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Tuned + Ens.,KNN,0.923,0.936,1.3000000000000012
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Default,KNN,0.685,0.783,9.799999999999997
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Tuned,KNN,0.764,0.772,0.8000000000000007
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,KNN,0.76,0.771,1.100000000000001
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Default,KNN,0.551,0.107,80.58076225045373
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Tuned,KNN,0.485,0.103,78.76288659793815
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Tuned + Ens.,KNN,0.447,0.099,77.85234899328859
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Default,KNN,0.829,0.534,35.585042219541606
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Tuned,KNN,0.705,0.529,24.964539007092192
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Tuned + Ens.,KNN,0.663,0.527,20.51282051282051
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Default,KNN,11.1,9.08,18.198198198198195
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned,KNN,10.25,9.28,9.463414634146346
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned + Ens.,KNN,9.95,9.22,7.336683417085414
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Default,KNN,0.87,0.944,7.399999999999995
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned,KNN,0.925,0.944,1.8999999999999906
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned + Ens.,KNN,0.936,0.946,0.9999999999999898
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Default,KNN,0.938,0.228,75.69296375266525
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned,KNN,0.385,0.223,42.07792207792208
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned + Ens.,KNN,0.299,0.222,25.752508361204008
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Default,KNN,0.627,0.59,5.901116427432222
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned,KNN,0.627,0.605,3.5087719298245648
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned + Ens.,KNN,0.617,0.599,2.917341977309565
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Default,AutoGluon,,0.993,
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned,AutoGluon,,0.992,
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned + Ens.,AutoGluon,0.993,0.993,0.0
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Default,AutoGluon,,0.882,
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned,AutoGluon,,0.883,
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned + Ens.,AutoGluon,0.882,0.883,0.10000000000000009
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Default,AutoGluon,,724.0,
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned,AutoGluon,,733.2,
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned + Ens.,AutoGluon,729.6,726.6,0.41118421052631576
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Default,AutoGluon,,0.872,
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned,AutoGluon,,0.874,
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.869,0.874,0.5000000000000004
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Default,AutoGluon,,0.873,
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned,AutoGluon,,0.875,
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned + Ens.,AutoGluon,0.878,0.878,0.0
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Default,AutoGluon,,0.671,
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned,AutoGluon,,0.671,
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned + Ens.,AutoGluon,0.673,0.673,0.0
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Default,AutoGluon,,0.744,
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned,AutoGluon,,0.744,
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.738,0.744,0.6000000000000005
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Default,AutoGluon,,0.822,
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned,AutoGluon,,0.82,
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.811,0.819,0.7999999999999896
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Default,AutoGluon,,7.379,
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned,AutoGluon,,7.367,
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned + Ens.,AutoGluon,7.362,7.362,0.0
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Default,AutoGluon,,0.866,
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned,AutoGluon,,0.867,
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned + Ens.,AutoGluon,0.867,0.867,0.0
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Default,AutoGluon,,0.805,
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned,AutoGluon,,0.804,
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned + Ens.,AutoGluon,0.805,0.805,0.0
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Default,AutoGluon,,0.751,
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned,AutoGluon,,0.745,
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.745,0.748,0.30000000000000027
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Default,AutoGluon,,0.432,
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned,AutoGluon,,0.431,
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned + Ens.,AutoGluon,0.445,0.43,3.3707865168539355
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Default,AutoGluon,,0.915,
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned,AutoGluon,,0.916,
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.915,0.919,0.40000000000000036
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Default,AutoGluon,,0.987,
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned,AutoGluon,,0.986,
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.987,0.987,0.0
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Default,AutoGluon,,0.761,
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned,AutoGluon,,0.744,
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned + Ens.,AutoGluon,0.747,0.734,1.7402945113788502
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Default,AutoGluon,,0.859,
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned,AutoGluon,,0.873,
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned + Ens.,AutoGluon,0.88,0.86,2.2727272727272747
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Default,AutoGluon,,0.074,
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned,AutoGluon,,0.073,
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned + Ens.,AutoGluon,0.067,0.067,0.0
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Default,AutoGluon,,1.119,
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned,AutoGluon,,1.112,
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned + Ens.,AutoGluon,1.269,1.074,15.36643026004727
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Default,AutoGluon,,0.016,
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned,AutoGluon,,0.022,
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned + Ens.,AutoGluon,0.037,0.019,48.648648648648646
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Default,AutoGluon,,0.766,
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned,AutoGluon,,0.766,
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned + Ens.,AutoGluon,0.765,0.766,0.10000000000000009
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Default,AutoGluon,,0.756,
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned,AutoGluon,,0.754,
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.748,0.756,0.8000000000000007
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Default,AutoGluon,,0.928,
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned,AutoGluon,,0.932,
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.922,0.931,0.9000000000000008
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Default,AutoGluon,,0.761,
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned,AutoGluon,,0.773,
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.759,0.773,1.4000000000000012
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Default,AutoGluon,,4.214,
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned,AutoGluon,,4.171,
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned + Ens.,AutoGluon,4.165,4.118,1.1284513805522138
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Default,AutoGluon,,0.793,
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned,AutoGluon,,0.795,
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.794,0.796,0.20000000000000018
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Default,AutoGluon,,0.788,
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned,AutoGluon,,0.788,
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned + Ens.,AutoGluon,0.787,0.788,0.10000000000000009
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Default,AutoGluon,,0.995,
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned,AutoGluon,,0.995,
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned + Ens.,AutoGluon,0.996,0.996,0.0
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Default,AutoGluon,,0.844,
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned,AutoGluon,,0.842,
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.835,0.84,0.5000000000000004
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Default,AutoGluon,,520.7,
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned,AutoGluon,,520.7,
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned + Ens.,AutoGluon,510.5,510.3,0.03917727717923382
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Default,AutoGluon,,0.992,
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned,AutoGluon,,0.989,
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.987,0.989,0.20000000000000018
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Default,AutoGluon,,4508.4,
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned,AutoGluon,,4499.7,
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned + Ens.,AutoGluon,4490.4,4490.4,0.0
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Default,AutoGluon,,0.801,
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned,AutoGluon,,0.801,
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.798,0.801,0.30000000000000027
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Default,AutoGluon,,0.174,
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned,AutoGluon,,0.174,
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned + Ens.,AutoGluon,0.193,0.174,9.844559585492236
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Default,AutoGluon,,0.204,
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned,AutoGluon,,0.203,
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned + Ens.,AutoGluon,0.204,0.199,2.450980392156852
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Default,AutoGluon,,0.848,
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned,AutoGluon,,0.851,
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.847,0.852,0.5000000000000004
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Default,AutoGluon,,0.776,
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned,AutoGluon,,0.761,
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned + Ens.,AutoGluon,0.76,0.773,1.3000000000000012
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Default,AutoGluon,,0.846,
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned,AutoGluon,,0.845,
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned + Ens.,AutoGluon,0.846,0.846,0.0
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Default,AutoGluon,,0.405,
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Tuned,AutoGluon,,0.439,
