epoch,val_loss
290,0.580468
291,0.580449
292,0.572955
293,0.585718
294,0.586141
295,0.581073
296,0.595195
297,0.586668
298,0.584057
299,0.586384
300,0.580735
301,0.575179
302,0.571776
303,0.581474
304,0.585142
305,0.58597
306,0.577451
307,0.594273
308,0.588848
309,0.578356
310,0.584775
311,0.584624
312,0.592106
313,0.595771
314,0.58711
315,0.587322
316,0.588133
317,0.582323
318,0.582103
319,0.570753
320,0.582169
321,0.579753
322,0.580559
323,0.581551
324,0.580933
325,0.576972
326,0.584779
327,0.582884
328,0.589353
329,0.577701
330,0.574232
331,0.578883
332,0.590208
333,0.578489
334,0.576888
335,0.578519
336,0.580645
337,0.577843
338,0.582702
339,0.584959
340,0.578503
341,0.585418
342,0.584862
343,0.57647
344,0.58883
345,0.570533
346,0.581399
347,0.581819
348,0.581287
349,0.567297
350,0.579177
351,0.579948
352,0.567447
353,0.569838
354,0.563378
355,0.573114
356,0.564766
357,0.564966
358,0.571225
359,0.568775
360,0.5711
361,0.578275
362,0.574831
363,0.576331
364,0.578046
365,0.574256
366,0.57732
367,0.582957
368,0.579203
369,0.577175
370,0.570339
371,0.568399
372,0.565159
373,0.566529
374,0.569373
375,0.569202
376,0.567018
377,0.578923
378,0.572477
379,0.575386
380,0.575263
381,0.5728
382,0.573793
383,0.579216
384,0.568264
385,0.572818
386,0.573763
387,0.571429
388,0.575059
389,0.58153
390,0.575131
391,0.573563
392,0.571416
393,0.573546
394,0.578379
395,0.576603
396,0.570101
397,0.576735
398,0.572565
399,0.574264
400,0.570399
401,0.567774
402,0.570691
403,0.572887
404,0.573606
405,0.580426
406,0.57983
407,0.575703
408,0.578452
409,0.573332
410,0.578443
411,0.577374
412,0.57601
413,0.577185
414,0.576428
415,0.577059
416,0.577703
417,0.579929
418,0.577273
419,0.57704
420,0.577021
421,0.57879
422,0.574508
423,0.575486
424,0.572048
425,0.571951
426,0.572839
427,0.57324
428,0.570679
429,0.571193
430,0.571544
431,0.570831
432,0.571632
433,0.573787
434,0.572675
435,0.573852
436,0.57261
437,0.574108
438,0.573857
439,0.572746
440,0.575326
441,0.57418
442,0.574958
443,0.573295
444,0.57376
445,0.573251
446,0.572421
447,0.571638
448,0.573369
449,0.573411
450,0.573181
451,0.57429
452,0.574819
453,0.574581
454,0.574371
455,0.5741
456,0.574134
457,0.573772
458,0.573815
459,0.573835
460,0.574025
461,0.573996
462,0.574052
463,0.574037
464,0.574056
465,0.574038
466,0.574039
467,0.574039
468,0.574039
469,0.574033
470,0.574001
471,0.573914
472,0.57393
473,0.573949
474,0.573833
475,0.573764
476,0.573723
477,0.573431
478,0.573021
479,0.572505
480,0.57202
481,0.572249
482,0.572471
483,0.572412
484,0.573392
485,0.573824
486,0.572818
487,0.572633
488,0.572972
489,0.572811
490,0.573497
491,0.573673
492,0.574335
493,0.574872
494,0.574852
495,0.57418
496,0.573814
497,0.57445
498,0.572948
499,0.57051
500,0.571205
501,0.574195
502,0.574326
503,0.573345
504,0.573775
505,0.575827
506,0.576606
507,0.576626
508,0.574209
509,0.575697
510,0.574831
511,0.578699
512,0.578368
513,0.580631
514,0.57954
515,0.576414
516,0.57903
517,0.585788
518,0.57994
519,0.582303
520,0.581107
521,0.582844
522,0.581369
523,0.582023
524,0.584057
525,0.580722
526,0.586018
527,0.583774
528,0.58404
529,0.584808
530,0.581015
531,0.581105
532,0.583453
533,0.579133
534,0.581434
535,0.586088
536,0.586594
537,0.593218
538,0.591528
539,0.591459
540,0.591007
541,0.585231
542,0.585488
543,0.58252
544,0.58915
545,0.587427
546,0.592295
547,0.592988
548,0.593752
549,0.598687
550,0.594735
551,0.594517
552,0.599827
553,0.602965
554,0.598051
555,0.601537
556,0.597664
557,0.60236
558,0.59844
559,0.601099
560,0.610438
561,0.597785
562,0.594433
563,0.601074
564,0.610208
565,0.60422
566,0.608114
567,0.602369
568,0.602239
569,0.61318
570,0.611504
571,0.623616
572,0.611466
573,0.608283
574,0.62166
575,0.619526
576,0.628452
577,0.628703
578,0.62942
579,0.630149
580,0.640227
581,0.619942
582,0.624605
583,0.624827
584,0.625923
585,0.640967
586,0.627475
587,0.631276
588,0.626611
589,0.640681
590,0.625808
591,0.640621
592,0.62439
593,0.633621
594,0.639025
595,0.639841
596,0.638409
597,0.628651
598,0.639808
599,0.646034
600,0.64406
601,0.634932
602,0.648013
603,0.650386
604,0.658501
605,0.626933
606,0.637475
607,0.648545
608,0.645956
609,0.63987
610,0.630076
611,0.63035
612,0.629713
613,0.630796
614,0.647603
615,0.655144
616,0.640257
617,0.656361
618,0.634882
619,0.640372
620,0.622312
621,0.626657
622,0.628955
623,0.651428
624,0.639446
625,0.644019
626,0.663943
627,0.638998
628,0.636017
629,0.646952
630,0.63736
631,0.642545
632,0.652388
633,0.626552
634,0.644583
635,0.639182
636,0.665851
637,0.672015
638,0.658059
639,0.649924
640,0.644447
641,0.645567
642,0.662536
643,0.647134
644,0.665296
645,0.648763
646,0.647359
647,0.662462
648,0.653664
649,0.670112
650,0.659462
651,0.641348
652,0.650474
653,0.6554
654,0.642923
655,0.660014
656,0.645826
657,0.651988
658,0.642614
659,0.646113
660,0.660786
661,0.654513
662,0.665202
663,0.65861
664,0.653704
665,0.668505
666,0.678374
667,0.65443
668,0.662434
669,0.653815
670,0.657674
671,0.652416
672,0.654939
673,0.636066
674,0.655242
675,0.662748
676,0.642856
677,0.658294
678,0.666984
679,0.652369
680,0.658057
681,0.65792
682,0.663476
683,0.643111
684,0.655866
685,0.660695
686,0.655949
687,0.667967
688,0.663731
689,0.67608
690,0.667832
691,0.676863
692,0.656841
693,0.67056
694,0.655637
695,0.662272
696,0.658816
697,0.656481
698,0.684518
699,0.660803
700,0.650054
701,0.678171
702,0.665343
703,0.663184
704,0.663839
705,0.672505
706,0.678261
707,0.660893
708,0.684126
709,0.655871
710,0.652605
711,0.667843
712,0.658979
713,0.661373
714,0.662857
715,0.682683
716,0.654865
717,0.67274
718,0.671477
719,0.664095
720,0.65848
721,0.678374
722,0.688138
723,0.646917
724,0.681052
725,0.649069
726,0.675757
727,0.673787
728,0.671732
729,0.678534
730,0.666281
731,0.678233
732,0.680638
733,0.663369
734,0.66316
735,0.693063
736,0.671746
737,0.688573
738,0.683706
739,0.674752
740,0.668818
741,0.666008
742,0.67984
743,0.666982
744,0.662425
745,0.673166
746,0.661252
747,0.692998
748,0.668812
749,0.679077
750,0.674208
751,0.667693
752,0.658317
753,0.665736
754,0.654482
755,0.671262
756,0.683967
757,0.669211
758,0.687826
759,0.67863
760,0.697623
761,0.686592
762,0.686835
763,0.677909
764,0.678718
765,0.688855
766,0.684056
767,0.681671
768,0.666271
769,0.677536
770,0.683177
771,0.672379
772,0.67974
773,0.68104
774,0.675104
775,0.663158
776,0.688902
777,0.68569
778,0.681215
779,0.668153
780,0.677275
781,0.673458
782,0.671289
783,0.668943
784,0.68398
785,0.676176
786,0.663176
787,0.680842
788,0.674774
789,0.672662
790,0.675015
791,0.668753
792,0.659985
793,0.667114
794,0.675655
795,0.666079
796,0.678807
797,0.676267
798,0.669566
799,0.678235
800,0.687008
801,0.677466
802,0.660852
803,0.680654
804,0.679759
805,0.675623
806,0.672005
807,0.665536
808,0.669426
809,0.681523
810,0.670647
811,0.669199
812,0.676284
813,0.675322
814,0.673612
815,0.670099
816,0.661985
817,0.665661
818,0.66855
819,0.667256
820,0.667564
821,0.680068
822,0.671331
823,0.659577
824,0.659964
825,0.66304
826,0.659841
827,0.67631
828,0.66538
829,0.671981
830,0.679551
831,0.682798
832,0.676344
833,0.68541
834,0.67233
835,0.668144
836,0.66608
837,0.677882
838,0.674617
839,0.668804
840,0.675501
841,0.661754
842,0.668849
843,0.661457
844,0.656966
845,0.66381
846,0.671725
847,0.66703
848,0.662129
849,0.64897
850,0.659034
851,0.667979
852,0.657556
853,0.656308
854,0.66821
855,0.663706
856,0.655894
857,0.657585
858,0.663002
859,0.658248
860,0.655144
861,0.653971
862,0.659749
863,0.655047
864,0.656399
865,0.659766
866,0.665214
867,0.659102
868,0.660271
869,0.651541
870,0.65532
871,0.651654
872,0.650054
873,0.647714
874,0.647462
875,0.653823
876,0.647081
877,0.645428
878,0.643864
879,0.650221
880,0.651662
881,0.642388
882,0.644205
883,0.639976
884,0.638184
885,0.634652
886,0.634554
887,0.636304
888,0.633754
889,0.634149
890,0.626604
891,0.632568
892,0.631977
893,0.636783
894,0.62879
895,0.628642
896,0.635342
897,0.643
898,0.635022
899,0.62832
900,0.630245
901,0.632697
902,0.631921
903,0.622934
904,0.629828
905,0.626702
906,0.630667
907,0.629983
908,0.625484
909,0.625525
910,0.625648
911,0.626046
912,0.622327
913,0.625733
914,0.626424
915,0.625793
916,0.623648
917,0.623563
918,0.622062
919,0.626267
920,0.625745
921,0.626782
922,0.624386
923,0.625075
924,0.624418
925,0.624345
926,0.626991
927,0.628906
928,0.629491
929,0.62447
930,0.623773
931,0.623531
932,0.620122
933,0.622057
934,0.620178
935,0.621852
936,0.626236
937,0.626639
938,0.622438
939,0.620808
940,0.622487
941,0.621578
942,0.620685
943,0.621668
944,0.622355
945,0.62164
946,0.622592
947,0.622454
948,0.623173
949,0.62127
950,0.618897
951,0.618514
952,0.620238
953,0.621474
954,0.620554
955,0.618999
956,0.619095
957,0.620445
958,0.61964
959,0.619824
960,0.618861
961,0.619063
962,0.61961
963,0.619624
964,0.619863
965,0.619975
966,0.619719
967,0.619997
968,0.620391
969,0.620326
970,0.620632
971,0.620228
972,0.619907
973,0.619787
974,0.619315
975,0.619657
976,0.620363
977,0.620717
978,0.620683
979,0.620446
980,0.62026
981,0.620303
982,0.620049
983,0.619811
984,0.619682
985,0.619701
986,0.619766
987,0.619806
988,0.619784
989,0.619764
990,0.619809
991,0.619823
992,0.619788
993,0.619794
994,0.61982
995,0.619811
996,0.619809
997,0.619818
998,0.619818
999,0.619815
1000,0.619816
