GEOID,NAME,variable,estimate,moe
46025,"Clark County, South Dakota",population,3673,NA
46027,"Clay County, South Dakota",population,13925,NA
46029,"Codington County, South Dakota",population,27993,NA
46031,"Corson County, South Dakota",population,4168,NA
46033,"Custer County, South Dakota",population,8573,NA
46035,"Davison County, South Dakota",population,19901,NA
46037,"Day County, South Dakota",population,5506,NA
46039,"Deuel County, South Dakota",population,4306,NA
46041,"Dewey County, South Dakota",population,5779,NA
46043,"Douglas County, South Dakota",population,2930,NA
46045,"Edmunds County, South Dakota",population,3940,NA
46047,"Fall River County, South Dakota",population,6774,NA
46049,"Faulk County, South Dakota",population,2322,NA
46051,"Grant County, South Dakota",population,7217,NA
46053,"Gregory County, South Dakota",population,4201,NA
46055,"Haakon County, South Dakota",population,2082,96
46057,"Hamlin County, South Dakota",population,6000,NA
46059,"Hand County, South Dakota",population,3301,112
46061,"Hanson County, South Dakota",population,3397,NA
46063,"Harding County, South Dakota",population,1311,95
46065,"Hughes County, South Dakota",population,17617,NA
46067,"Hutchinson County, South Dakota",population,7315,NA
46069,"Hyde County, South Dakota",population,1331,112
46071,"Jackson County, South Dakota",population,3287,NA
46073,"Jerauld County, South Dakota",population,2029,NA
46075,"Jones County, South Dakota",population,735,96
46077,"Kingsbury County, South Dakota",population,4967,NA
46079,"Lake County, South Dakota",population,12574,NA
46081,"Lawrence County, South Dakota",population,25234,NA
46083,"Lincoln County, South Dakota",population,54914,NA
46085,"Lyman County, South Dakota",population,3869,NA
46087,"McCook County, South Dakota",population,5511,NA
46089,"McPherson County, South Dakota",population,2364,168
46091,"Marshall County, South Dakota",population,4895,NA
46093,"Meade County, South Dakota",population,27424,NA
46095,"Mellette County, South Dakota",population,2055,NA
46097,"Miner County, South Dakota",population,2229,NA
46099,"Minnehaha County, South Dakota",population,186749,NA
46101,"Moody County, South Dakota",population,6506,NA
46102,"Oglala Lakota County, South Dakota",population,14335,NA
46103,"Pennington County, South Dakota",population,109294,NA
46105,"Perkins County, South Dakota",population,2907,95
46107,"Potter County, South Dakota",population,2326,104
46109,"Roberts County, South Dakota",population,10285,NA
46111,"Sanborn County, South Dakota",population,2388,NA
46115,"Spink County, South Dakota",population,6543,NA
46117,"Stanley County, South Dakota",population,2997,NA
46119,"Sully County, South Dakota",population,1331,104
46121,"Todd County, South Dakota",population,10146,NA
46123,"Tripp County, South Dakota",population,5468,NA
46125,"Turner County, South Dakota",population,8264,NA
46127,"Union County, South Dakota",population,15177,NA
46129,"Walworth County, South Dakota",population,5510,NA
46135,"Yankton County, South Dakota",population,22717,NA
46137,"Ziebach County, South Dakota",population,2814,NA
47001,"Anderson County, Tennessee",population,75775,NA
47003,"Bedford County, Tennessee",population,47558,NA
47005,"Benton County, Tennessee",population,16112,NA
47007,"Bledsoe County, Tennessee",population,14602,NA
47009,"Blount County, Tennessee",population,128443,NA
47011,"Bradley County, Tennessee",population,104557,NA
47013,"Campbell County, Tennessee",population,39687,NA
47015,"Cannon County, Tennessee",population,13976,NA
47017,"Carroll County, Tennessee",population,28018,NA
47019,"Carter County, Tennessee",population,56391,NA
47021,"Cheatham County, Tennessee",population,39929,NA
47023,"Chester County, Tennessee",population,17150,NA
47025,"Claiborne County, Tennessee",population,31613,NA
47027,"Clay County, Tennessee",population,7686,NA
47029,"Cocke County, Tennessee",population,35336,NA
47031,"Coffee County, Tennessee",population,54531,NA
47033,"Crockett County, Tennessee",population,14499,NA
47035,"Cumberland County, Tennessee",population,58634,NA
47037,"Davidson County, Tennessee",population,684017,NA
47039,"Decatur County, Tennessee",population,11683,NA
47041,"DeKalb County, Tennessee",population,19601,NA
47043,"Dickson County, Tennessee",population,51988,NA
47045,"Dyer County, Tennessee",population,37576,NA
47047,"Fayette County, Tennessee",population,39692,NA
47049,"Fentress County, Tennessee",population,17994,NA
47051,"Franklin County, Tennessee",population,41512,NA
47053,"Gibson County, Tennessee",population,49175,NA
47055,"Giles County, Tennessee",population,29167,NA
47057,"Grainger County, Tennessee",population,23013,NA
47059,"Greene County, Tennessee",population,68669,NA
47061,"Grundy County, Tennessee",population,13331,NA
47063,"Hamblen County, Tennessee",population,63740,NA
47065,"Hamilton County, Tennessee",population,357546,NA
47067,"Hancock County, Tennessee",population,6585,NA
47069,"Hardeman County, Tennessee",population,25562,NA
47071,"Hardin County, Tennessee",population,25771,NA
47073,"Hawkins County, Tennessee",population,56402,NA
47075,"Haywood County, Tennessee",population,17779,NA
47077,"Henderson County, Tennessee",population,27859,NA
47079,"Henry County, Tennessee",population,32279,NA
47081,"Hickman County, Tennessee",population,24678,NA
47083,"Houston County, Tennessee",population,8176,NA
47085,"Humphreys County, Tennessee",population,18318,NA
47087,"Jackson County, Tennessee",population,11615,NA
47089,"Jefferson County, Tennessee",population,53247,NA
47091,"Johnson County, Tennessee",population,17789,NA
47093,"Knox County, Tennessee",population,456185,NA
47095,"Lake County, Tennessee",population,7526,NA
47097,"Lauderdale County, Tennessee",population,26297,NA
47099,"Lawrence County, Tennessee",population,42937,NA
47101,"Lewis County, Tennessee",population,11956,NA
47103,"Lincoln County, Tennessee",population,33711,NA
47105,"Loudon County, Tennessee",population,51610,NA
47107,"McMinn County, Tennessee",population,52773,NA
47109,"McNairy County, Tennessee",population,25903,NA
47111,"Macon County, Tennessee",population,23487,NA
47113,"Madison County, Tennessee",population,97682,NA
47115,"Marion County, Tennessee",population,28417,NA
47117,"Marshall County, Tennessee",population,32269,NA
47119,"Maury County, Tennessee",population,89776,NA
47121,"Meigs County, Tennessee",population,11962,NA
47123,"Monroe County, Tennessee",population,45876,NA
47125,"Montgomery County, Tennessee",population,196387,NA
47127,"Moore County, Tennessee",population,6322,NA
47129,"Morgan County, Tennessee",population,21596,NA
47131,"Obion County, Tennessee",population,30520,NA
47133,"Overton County, Tennessee",population,22004,NA
47135,"Perry County, Tennessee",population,7912,NA
47137,"Pickett County, Tennessee",population,5088,NA
47139,"Polk County, Tennessee",population,16782,NA
47141,"Putnam County, Tennessee",population,76440,NA
47143,"Rhea County, Tennessee",population,32628,NA
47145,"Roane County, Tennessee",population,52897,NA
47147,"Robertson County, Tennessee",population,69344,NA
47149,"Rutherford County, Tennessee",population,307128,NA
47151,"Scott County, Tennessee",population,21954,NA
47153,"Sequatchie County, Tennessee",population,14730,NA
47155,"Sevier County, Tennessee",population,96287,NA
47157,"Shelby County, Tennessee",population,937005,NA
47159,"Smith County, Tennessee",population,19458,NA
47161,"Stewart County, Tennessee",population,13301,NA
47163,"Sullivan County, Tennessee",population,156734,NA
47165,"Sumner County, Tennessee",population,179473,NA
47167,"Tipton County, Tennessee",population,61446,NA
47169,"Trousdale County, Tennessee",population,9573,NA
47171,"Unicoi County, Tennessee",population,17780,NA
47173,"Union County, Tennessee",population,19293,NA
47175,"Van Buren County, Tennessee",population,5704,NA
47177,"Warren County, Tennessee",population,40454,NA
47179,"Washington County, Tennessee",population,127055,NA
47181,"Wayne County, Tennessee",population,16649,NA
47183,"Weakley County, Tennessee",population,33626,NA
47185,"White County, Tennessee",population,26580,NA
47187,"Williamson County, Tennessee",population,218648,NA
47189,"Wilson County, Tennessee",population,132663,NA
48001,"Anderson County, Texas",population,57863,NA
48003,"Andrews County, Texas",population,17818,NA
48005,"Angelina County, Texas",population,87607,NA
48007,"Aransas County, Texas",population,24763,NA
48009,"Archer County, Texas",population,8789,NA
48011,"Armstrong County, Texas",population,1916,125
48013,"Atascosa County, Texas",population,48828,NA
48015,"Austin County, Texas",population,29565,NA
48017,"Bailey County, Texas",population,7092,NA
48019,"Bandera County, Texas",population,21763,NA
48021,"Bastrop County, Texas",population,82577,NA
48023,"Baylor County, Texas",population,3591,NA
48025,"Bee County, Texas",population,32691,NA
48027,"Bell County, Texas",population,342236,NA
48029,"Bexar County, Texas",population,1925865,NA
48031,"Blanco County, Texas",population,11279,NA
48033,"Borden County, Texas",population,665,119
48035,"Bosque County, Texas",population,18122,NA
48037,"Bowie County, Texas",population,93858,NA
48039,"Brazoria County, Texas",population,353999,NA
48041,"Brazos County, Texas",population,219193,NA
48043,"Brewster County, Texas",population,9216,NA
48045,"Briscoe County, Texas",population,1546,128
48047,"Brooks County, Texas",population,7180,NA
48049,"Brown County, Texas",population,37834,NA
48051,"Burleson County, Texas",population,17863,NA
48053,"Burnet County, Texas",population,45750,NA
48055,"Caldwell County, Texas",population,41401,NA
48057,"Calhoun County, Texas",population,21807,NA
48059,"Callahan County, Texas",population,13770,NA
48061,"Cameron County, Texas",population,421750,NA
48063,"Camp County, Texas",population,12813,NA
48065,"Carson County, Texas",population,6032,NA
48067,"Cass County, Texas",population,30087,NA
48069,"Castro County, Texas",population,7787,NA
48071,"Chambers County, Texas",population,40292,NA
48073,"Cherokee County, Texas",population,51903,NA
48075,"Childress County, Texas",population,7226,NA
48077,"Clay County, Texas",population,10387,NA
48079,"Cochran County, Texas",population,2904,NA
48081,"Coke County, Texas",population,3275,NA
48083,"Coleman County, Texas",population,8391,NA
48085,"Collin County, Texas",population,944350,NA
48087,"Collingsworth County, Texas",population,2996,NA
48089,"Colorado County, Texas",population,21022,NA
48091,"Comal County, Texas",population,135097,NA
48093,"Comanche County, Texas",population,13495,NA
48095,"Concho County, Texas",population,4233,NA
48097,"Cooke County, Texas",population,39571,NA
48099,"Coryell County, Texas",population,75389,NA
48101,"Cottle County, Texas",population,1623,188
48103,"Crane County, Texas",population,4839,NA
48105,"Crockett County, Texas",population,3633,186
48107,"Crosby County, Texas",population,5861,NA
48109,"Culberson County, Texas",population,2241,NA
48111,"Dallam County, Texas",population,7243,NA
48113,"Dallas County, Texas",population,2586552,NA
48115,"Dawson County, Texas",population,12964,NA
48117,"Deaf Smith County, Texas",population,18899,NA
48119,"Delta County, Texas",population,5215,NA
48121,"Denton County, Texas",population,807047,NA
48123,"DeWitt County, Texas",population,20435,NA
48125,"Dickens County, Texas",population,2216,NA
48127,"Dimmit County, Texas",population,10663,NA
48129,"Donley County, Texas",population,3387,NA
48131,"Duval County, Texas",population,11355,NA
48133,"Eastland County, Texas",population,18270,NA
48135,"Ector County, Texas",population,158342,NA
48137,"Edwards County, Texas",population,2055,193
48139,"Ellis County, Texas",population,168838,NA
48141,"El Paso County, Texas",population,837654,NA
48143,"Erath County, Texas",population,41482,NA
48145,"Falls County, Texas",population,17299,NA
48147,"Fannin County, Texas",population,34175,NA
48149,"Fayette County, Texas",population,25066,NA
48151,"Fisher County, Texas",population,3883,NA
48153,"Floyd County, Texas",population,5872,NA
48155,"Foard County, Texas",population,1408,137
48157,"Fort Bend County, Texas",population,739342,NA
48159,"Franklin County, Texas",population,10679,NA
48161,"Freestone County, Texas",population,19709,NA
48163,"Frio County, Texas",population,19394,NA
48165,"Gaines County, Texas",population,20321,NA
48167,"Galveston County, Texas",population,327089,NA
48169,"Garza County, Texas",population,6288,188
48171,"Gillespie County, Texas",population,26208,NA
48173,"Glasscock County, Texas",population,1430,146
48175,"Goliad County, Texas",population,7531,NA
48177,"Gonzales County, Texas",population,20667,NA
48179,"Gray County, Texas",population,22685,NA
48181,"Grayson County, Texas",population,128560,NA
48183,"Gregg County, Texas",population,123494,NA
48185,"Grimes County, Texas",population,27630,NA
48187,"Guadalupe County, Texas",population,155137,NA
48189,"Hale County, Texas",population,34113,NA
48191,"Hall County, Texas",population,3074,NA
48193,"Hamilton County, Texas",population,8269,NA
48195,"Hansford County, Texas",population,5547,NA
48197,"Hardeman County, Texas",population,3952,NA
48199,"Hardin County, Texas",population,56379,NA
48201,"Harris County, Texas",population,4602523,NA
48203,"Harrison County, Texas",population,66645,NA
48205,"Hartley County, Texas",population,5767,NA
48207,"Haskell County, Texas",population,5809,NA
48209,"Hays County, Texas",population,204150,NA
48211,"Hemphill County, Texas",population,4061,NA
48213,"Henderson County, Texas",population,80460,NA
48215,"Hidalgo County, Texas",population,849389,NA
48217,"Hill County, Texas",population,35399,NA
48219,"Hockley County, Texas",population,23162,NA
48221,"Hood County, Texas",population,56901,NA
48223,"Hopkins County, Texas",population,36240,NA
48225,"Houston County, Texas",population,22955,NA
48227,"Howard County, Texas",population,36667,NA
48229,"Hudspeth County, Texas",population,4098,NA
48231,"Hunt County, Texas",population,92152,NA
48233,"Hutchinson County, Texas",population,21571,NA
48235,"Irion County, Texas",population,1524,153
48237,"Jack County, Texas",population,8842,NA
48239,"Jackson County, Texas",population,14820,NA
48241,"Jasper County, Texas",population,35504,NA
48243,"Jeff Davis County, Texas",population,2234,NA
48245,"Jefferson County, Texas",population,255210,NA
48247,"Jim Hogg County, Texas",population,5282,NA
48249,"Jim Wells County, Texas",population,41192,NA
48251,"Johnson County, Texas",population,163475,NA
48253,"Jones County, Texas",population,19891,NA
48255,"Karnes County, Texas",population,15387,NA
48257,"Kaufman County, Texas",population,118910,NA
48259,"Kendall County, Texas",population,41982,NA
48261,"Kenedy County, Texas",population,595,181
48263,"Kent County, Texas",population,749,118
48265,"Kerr County, Texas",population,51365,NA
48267,"Kimble County, Texas",population,4408,NA
48269,"King County, Texas",population,228,69
48271,"Kinney County, Texas",population,3675,NA
48273,"Kleberg County, Texas",population,31425,NA
48275,"Knox County, Texas",population,3733,NA
48277,"Lamar County, Texas",population,49532,NA
48279,"Lamb County, Texas",population,13262,NA
48281,"Lampasas County, Texas",population,20640,NA
48283,"La Salle County, Texas",population,7409,181
48285,"Lavaca County, Texas",population,19941,NA
48287,"Lee County, Texas",population,16952,NA
48289,"Leon County, Texas",population,17098,NA
48291,"Liberty County, Texas",population,81862,NA
48293,"Limestone County, Texas",population,23515,NA
48295,"Lipscomb County, Texas",population,3469,NA
48297,"Live Oak County, Texas",population,12123,NA
48299,"Llano County, Texas",population,20640,NA
48301,"Loving County, Texas",population,102,47
48303,"Lubbock County, Texas",population,301454,NA
48305,"Lynn County, Texas",population,5808,NA
48307,"McCulloch County, Texas",population,8098,NA
48309,"McLennan County, Texas",population,248429,NA
48311,"McMullen County, Texas",population,662,193
48313,"Madison County, Texas",population,14128,NA
48315,"Marion County, Texas",population,10083,NA
48317,"Martin County, Texas",population,5614,NA
48319,"Mason County, Texas",population,4161,NA
48321,"Matagorda County, Texas",population,36743,NA
48323,"Maverick County, Texas",population,57970,NA
48325,"Medina County, Texas",population,49334,NA
48327,"Menard County, Texas",population,2123,NA
48329,"Midland County, Texas",population,164194,NA
48331,"Milam County, Texas",population,24664,NA
48333,"Mills County, Texas",population,4902,NA
48335,"Mitchell County, Texas",population,8558,NA
48337,"Montague County, Texas",population,19409,NA
48339,"Montgomery County, Texas",population,554445,NA
48341,"Moore County, Texas",population,21801,NA
48343,"Morris County, Texas",population,12424,NA
48345,"Motley County, Texas",population,1156,128
48347,"Nacogdoches County, Texas",population,65558,NA
48349,"Navarro County, Texas",population,48583,NA
48351,"Newton County, Texas",population,14057,NA
48353,"Nolan County, Texas",population,14966,NA
48355,"Nueces County, Texas",population,360486,NA
48357,"Ochiltree County, Texas",population,10348,NA
48359,"Oldham County, Texas",population,2090,NA
48361,"Orange County, Texas",population,84047,NA
48363,"Palo Pinto County, Texas",population,28317,NA
48365,"Panola County, Texas",population,23440,NA
48367,"Parker County, Texas",population,129802,NA
48369,"Parmer County, Texas",population,9852,NA
48371,"Pecos County, Texas",population,15797,NA
48373,"Polk County, Texas",population,47837,NA
48375,"Potter County, Texas",population,120899,NA
48377,"Presidio County, Texas",population,7123,NA
48379,"Rains County, Texas",population,11473,NA
48381,"Randall County, Texas",population,132475,NA
48383,"Reagan County, Texas",population,3752,NA
48385,"Real County, Texas",population,3389,NA
48387,"Red River County, Texas",population,12275,NA
48389,"Reeves County, Texas",population,15125,NA
48391,"Refugio County, Texas",population,7236,NA
48393,"Roberts County, Texas",population,885,125
48395,"Robertson County, Texas",population,16890,NA
48397,"Rockwall County, Texas",population,93642,NA
48399,"Runnels County, Texas",population,10310,NA
48401,"Rusk County, Texas",population,53595,NA
48403,"Sabine County, Texas",population,10458,NA
48405,"San Augustine County, Texas",population,8327,NA
48407,"San Jacinto County, Texas",population,27819,NA
48409,"San Patricio County, Texas",population,67046,NA
48411,"San Saba County, Texas",population,5962,NA
48413,"Schleicher County, Texas",population,3061,NA
48415,"Scurry County, Texas",population,17239,NA
48417,"Shackelford County, Texas",population,3311,NA
48419,"Shelby County, Texas",population,25478,NA
48421,"Sherman County, Texas",population,3058,NA
48423,"Smith County, Texas",population,225015,NA
48425,"Somervell County, Texas",population,8743,NA
48427,"Starr County, Texas",population,63894,NA
48429,"Stephens County, Texas",population,9372,NA
48431,"Sterling County, Texas",population,1141,137
48433,"Stonewall County, Texas",population,1385,118
48435,"Sutton County, Texas",population,3865,NA
48437,"Swisher County, Texas",population,7484,NA
48439,"Tarrant County, Texas",population,2019977,NA
48441,"Taylor County, Texas",population,136348,NA
48443,"Terrell County, Texas",population,862,187
48445,"Terry County, Texas",population,12615,NA
48447,"Throckmorton County, Texas",population,1567,153
48449,"Titus County, Texas",population,32730,NA
48451,"Tom Green County, Texas",population,117466,NA
48453,"Travis County, Texas",population,1203166,NA
48455,"Trinity County, Texas",population,14569,NA
48457,"Tyler County, Texas",population,21496,NA
48459,"Upshur County, Texas",population,40769,NA
48461,"Upton County, Texas",population,3634,NA
48463,"Uvalde County, Texas",population,27009,NA
48465,"Val Verde County, Texas",population,49027,NA
48467,"Van Zandt County, Texas",population,54368,NA
48469,"Victoria County, Texas",population,91970,NA
48471,"Walker County, Texas",population,71539,NA
48473,"Waller County, Texas",population,49987,NA
48475,"Ward County, Texas",population,11586,NA
48477,"Washington County, Texas",population,34796,NA
48479,"Webb County, Texas",population,272053,NA
48481,"Wharton County, Texas",population,41551,NA
48483,"Wheeler County, Texas",population,5482,NA
48485,"Wichita County, Texas",population,131818,NA
48487,"Wilbarger County, Texas",population,12906,NA
48489,"Willacy County, Texas",population,21754,NA
48491,"Williamson County, Texas",population,527057,NA
48493,"Wilson County, Texas",population,48198,NA
48495,"Winkler County, Texas",population,7802,NA
48497,"Wise County, Texas",population,64639,NA
48499,"Wood County, Texas",population,43815,NA
48501,"Yoakum County, Texas",population,8571,NA
48503,"Young County, Texas",population,18114,NA
48505,"Zapata County, Texas",population,14369,NA
48507,"Zavala County, Texas",population,12131,NA
49001,"Beaver County, Utah",population,6443,NA
49003,"Box Elder County, Utah",population,53001,NA
49005,"Cache County, Utah",population,122336,NA
49007,"Carbon County, Utah",population,20356,NA
49009,"Daggett County, Utah",population,612,168
49011,"Davis County, Utah",population,340621,NA
49013,"Duchesne County, Utah",population,20219,NA
49015,"Emery County, Utah",population,10248,NA
49017,"Garfield County, Utah",population,5017,NA
49019,"Grand County, Utah",population,9616,NA
49021,"Iron County, Utah",population,49691,NA
49023,"Juab County, Utah",population,10948,NA
49025,"Kane County, Utah",population,7350,NA
49027,"Millard County, Utah",population,12733,NA
49029,"Morgan County, Utah",population,11391,NA
49031,"Piute County, Utah",population,1904,168
49033,"Rich County, Utah",population,2350,NA
49035,"Salt Lake County, Utah",population,1120805,NA
49037,"San Juan County, Utah",population,15281,NA
49039,"Sanpete County, Utah",population,29366,NA
49041,"Sevier County, Utah",population,21118,NA
49043,"Summit County, Utah",population,40511,NA
49045,"Tooele County, Utah",population,65185,NA
49047,"Uintah County, Utah",population,36323,NA
49049,"Utah County, Utah",population,590440,NA
49051,"Wasatch County, Utah",population,30523,NA
49053,"Washington County, Utah",population,160537,NA
49055,"Wayne County, Utah",population,2694,NA
49057,"Weber County, Utah",population,247731,NA
50001,"Addison County, Vermont",population,36939,NA
50003,"Bennington County, Vermont",population,35920,NA
50005,"Caledonia County, Vermont",population,30425,NA
50007,"Chittenden County, Vermont",population,162052,NA
50009,"Essex County, Vermont",population,6208,NA
50011,"Franklin County, Vermont",population,49025,NA
50013,"Grand Isle County, Vermont",population,6965,NA
50015,"Lamoille County, Vermont",population,25268,NA
50017,"Orange County, Vermont",population,28937,NA
50019,"Orleans County, Vermont",population,26911,NA
50021,"Rutland County, Vermont",population,59273,NA
50023,"Washington County, Vermont",population,58477,NA
50025,"Windham County, Vermont",population,43150,NA
50027,"Windsor County, Vermont",population,55427,NA
51001,"Accomack County, Virginia",population,32742,NA
51003,"Albemarle County, Virginia",population,106355,NA
51005,"Alleghany County, Virginia",population,15286,NA
51007,"Amelia County, Virginia",population,12854,NA
51009,"Amherst County, Virginia",population,31882,NA
51011,"Appomattox County, Virginia",population,15577,NA
51013,"Arlington County, Virginia",population,231803,NA
51015,"Augusta County, Virginia",population,74701,NA
51017,"Bath County, Virginia",population,4393,NA
51019,"Bedford County, Virginia",population,77908,NA
51021,"Bland County, Virginia",population,6447,NA
51023,"Botetourt County, Virginia",population,33222,NA
51025,"Brunswick County, Virginia",population,16665,NA
51027,"Buchanan County, Virginia",population,22138,NA
51029,"Buckingham County, Virginia",population,17004,NA
51031,"Campbell County, Virginia",population,55170,NA
51033,"Caroline County, Virginia",population,30184,NA
51035,"Carroll County, Virginia",population,29738,NA
51036,"Charles City County, Virginia",population,6995,NA
51037,"Charlotte County, Virginia",population,12095,NA
51041,"Chesterfield County, Virginia",population,339447,NA
51043,"Clarke County, Virginia",population,14365,NA
51045,"Craig County, Virginia",population,5113,NA
51047,"Culpeper County, Virginia",population,50450,NA
51049,"Cumberland County, Virginia",population,9786,NA
51051,"Dickenson County, Virginia",population,14960,NA
51053,"Dinwiddie County, Virginia",population,28308,NA
51057,"Essex County, Virginia",population,11036,NA
51059,"Fairfax County, Virginia",population,1143529,NA
51061,"Fauquier County, Virginia",population,69115,NA
51063,"Floyd County, Virginia",population,15666,NA
51065,"Fluvanna County, Virginia",population,26282,NA
51067,"Franklin County, Virginia",population,56233,NA
51069,"Frederick County, Virginia",population,85153,NA
51071,"Giles County, Virginia",population,16814,NA
51073,"Gloucester County, Virginia",population,37161,NA
51075,"Goochland County, Virginia",population,22482,NA
51077,"Grayson County, Virginia",population,15811,NA
51079,"Greene County, Virginia",population,19410,NA
51081,"Greensville County, Virginia",population,11659,NA
51083,"Halifax County, Virginia",population,34779,NA
51085,"Hanover County, Virginia",population,104449,NA
51087,"Henrico County, Virginia",population,325642,NA
51089,"Henry County, Virginia",population,51588,NA
51091,"Highland County, Virginia",population,2214,NA
51093,"Isle of Wight County, Virginia",population,36372,NA
51095,"James City County, Virginia",population,74153,NA
51097,"King and Queen County, Virginia",population,7052,NA
51099,"King George County, Virginia",population,25890,NA
51101,"King William County, Virginia",population,16497,NA
51103,"Lancaster County, Virginia",population,10804,NA
51105,"Lee County, Virginia",population,24134,NA
51107,"Loudoun County, Virginia",population,385143,NA
51109,"Louisa County, Virginia",population,35380,NA
51111,"Lunenburg County, Virginia",population,12278,NA
51113,"Madison County, Virginia",population,13139,NA
51115,"Mathews County, Virginia",population,8796,NA
51117,"Mecklenburg County, Virginia",population,30847,NA
51119,"Middlesex County, Virginia",population,10700,NA
51121,"Montgomery County, Virginia",population,97997,NA
51125,"Nelson County, Virginia",population,14812,NA
51127,"New Kent County, Virginia",population,21103,NA
51131,"Northampton County, Virginia",population,11957,NA
51133,"Northumberland County, Virginia",population,12223,NA
51135,"Nottoway County, Virginia",population,15500,NA
51137,"Orange County, Virginia",population,35612,NA
51139,"Page County, Virginia",population,23749,NA
51141,"Patrick County, Virginia",population,17859,NA
51143,"Pittsylvania County, Virginia",population,61676,NA
51145,"Powhatan County, Virginia",population,28574,NA
51147,"Prince Edward County, Virginia",population,22956,NA
51149,"Prince George County, Virginia",population,37894,NA
51153,"Prince William County, Virginia",population,456749,NA
51155,"Pulaski County, Virginia",population,34234,NA
51157,"Rappahannock County, Virginia",population,7332,NA
51159,"Richmond County, Virginia",population,8878,NA
51161,"Roanoke County, Virginia",population,93583,NA
51163,"Rockbridge County, Virginia",population,22509,NA
51165,"Rockingham County, Virginia",population,79444,NA
51167,"Russell County, Virginia",population,27408,NA
51169,"Scott County, Virginia",population,22009,NA
51171,"Shenandoah County, Virginia",population,43045,NA
51173,"Smyth County, Virginia",population,31059,NA
51175,"Southampton County, Virginia",population,17939,NA
51177,"Spotsylvania County, Virginia",population,131412,NA
51179,"Stafford County, Virginia",population,144012,NA
51181,"Surry County, Virginia",population,6600,NA
51183,"Sussex County, Virginia",population,11486,NA
51185,"Tazewell County, Virginia",population,42080,NA
51187,"Warren County, Virginia",population,39449,NA
51191,"Washington County, Virginia",population,54406,NA
51193,"Westmoreland County, Virginia",population,17638,NA
51195,"Wise County, Virginia",population,39025,NA
51197,"Wythe County, Virginia",population,28940,NA
51199,"York County, Virginia",population,67587,NA
51510,"Alexandria city, Virginia",population,156505,NA
51520,"Bristol city, Virginia",population,16843,NA
51530,"Buena Vista city, Virginia",population,6399,NA
51540,"Charlottesville city, Virginia",population,47042,NA
51550,"Chesapeake city, Virginia",population,237820,NA
51570,"Colonial Heights city, Virginia",population,17593,NA
51580,"Covington city, Virginia",population,5582,NA
51590,"Danville city, Virginia",population,41512,NA
51595,"Emporia city, Virginia",population,5381,NA
51600,"Fairfax city, Virginia",population,23865,NA
51610,"Falls Church city, Virginia",population,14067,NA
51620,"Franklin city, Virginia",population,8211,NA
51630,"Fredericksburg city, Virginia",population,28469,NA
51640,"Galax city, Virginia",population,6638,NA
51650,"Hampton city, Virginia",population,135583,NA
51660,"Harrisonburg city, Virginia",population,53391,NA
51670,"Hopewell city, Virginia",population,22408,NA
51678,"Lexington city, Virginia",population,7110,NA
51680,"Lynchburg city, Virginia",population,80131,NA
51683,"Manassas city, Virginia",population,41457,NA
51685,"Manassas Park city, Virginia",population,16423,NA
51690,"Martinsville city, Virginia",population,13101,NA
51700,"Newport News city, Virginia",population,180145,NA
51710,"Norfolk city, Virginia",population,245592,NA
51720,"Norton city, Virginia",population,3990,NA
51730,"Petersburg city, Virginia",population,31827,NA
51735,"Poquoson city, Virginia",population,12039,NA
51740,"Portsmouth city, Virginia",population,95311,NA
51750,"Radford city, Virginia",population,17630,NA
51760,"Richmond city, Virginia",population,223787,NA
51770,"Roanoke city, Virginia",population,99621,NA
51775,"Salem city, Virginia",population,25519,NA
51790,"Staunton city, Virginia",population,24452,NA
51800,"Suffolk city, Virginia",population,89160,NA
51810,"Virginia Beach city, Virginia",population,450135,NA
51820,"Waynesboro city, Virginia",population,21926,NA
51830,"Williamsburg city, Virginia",population,14788,NA
51840,"Winchester city, Virginia",population,27789,NA
53001,"Adams County, Washington",population,19452,NA
53003,"Asotin County, Washington",population,22337,NA
53005,"Benton County, Washington",population,194168,NA
53007,"Chelan County, Washington",population,75757,NA
53009,"Clallam County, Washington",population,74487,NA
53011,"Clark County, Washington",population,465384,NA
53013,"Columbia County, Washington",population,4001,NA
53015,"Cowlitz County, Washington",population,105112,NA
53017,"Douglas County, Washington",population,41371,NA
53019,"Ferry County, Washington",population,7576,NA
53021,"Franklin County, Washington",population,90660,NA
53023,"Garfield County, Washington",population,2224,NA
53025,"Grant County, Washington",population,94860,NA
53027,"Grays Harbor County, Washington",population,71967,NA
53029,"Island County, Washington",population,81636,NA
53031,"Jefferson County, Washington",population,30856,NA
53033,"King County, Washington",population,2163257,NA
53035,"Kitsap County, Washington",population,262475,NA
53037,"Kittitas County, Washington",population,44825,NA
53039,"Klickitat County, Washington",population,21396,NA
53041,"Lewis County, Washington",population,76947,NA
53043,"Lincoln County, Washington",population,10435,NA
53045,"Mason County, Washington",population,62627,NA
53047,"Okanogan County, Washington",population,41638,NA
53049,"Pacific County, Washington",population,21281,NA
53051,"Pend Oreille County, Washington",population,13219,NA
53053,"Pierce County, Washington",population,859840,NA
53055,"San Juan County, Washington",population,16473,NA
53057,"Skagit County, Washington",population,123907,NA
53059,"Skamania County, Washington",population,11620,NA
53061,"Snohomish County, Washington",population,786620,NA
53063,"Spokane County, Washington",population,497875,NA
53065,"Stevens County, Washington",population,44214,NA
53067,"Thurston County, Washington",population,274684,NA
